,SPENDMONEY,SPENDTIMES
1956,2209,45
1957,19884,419
1958,750,15
1959,3195,68
1960,1300,26
1961,350,7
1962,13140,271
1963,3436,72
1964,14590,300
1965,5018,102
1966,20634,434
1967,2427,51
1968,450,9
1969,1150,23
1970,2736,58
1971,500,10
1972,1068,23
1973,1259,26
1974,1150,23
1975,1618,34
1976,7904,163
1977,1000,20
1978,850,17
1979,11422,235
1980,250,5
1981,4513,96
1982,2609,53
1983,959,20
1984,5504,115
1985,350,7
1986,5445,113
1987,1968,41
1988,12526,262
1989,859,18
1990,15776,327
1991,700,14
1992,27581,559
1993,250,5
1994,2100,42
1995,9304,191
1996,1077,24
1997,659,14
1998,5718,116
1999,1059,22
2000,34502,713
2001,3886,81
2002,6517,141
2003,5076,113
2004,700,14
2005,300,6
2006,13081,269
2007,15935,331
2008,3295,70
2009,4922,105
2010,18053,375
2011,900,18
2012,918,20
2013,659,14
2014,250,5
2015,15581,319
2016,1059,22
2017,250,5
2018,150,3
2019,7990,168
2020,11340,235
2021,5063,107
2022,4295,90
2023,850,17
2024,22726,466
2025,1109,23
2026,459,10
2027,350,7
2028,4800,96
2029,1100,22
2030,1059,22
2031,409,9
2032,10654,218
2033,700,14
2034,300,6
2035,12785,268
2036,19635,405
2037,850,17
2038,7268,147
2039,250,5
2040,7122,149
2041,5636,116
2042,500,10
2043,12031,248
2044,1727,37
2045,200,4
2046,3409,69
2047,150,3
2048,1359,28
2049,350,7
2050,5845,121
2051,600,12
2052,1000,20
2053,3100,62
2054,809,17
2055,3486,73
2056,5395,112
2057,1936,42
2058,2618,54
2059,400,8
2060,900,18
2061,950,19
2062,2427,51
2063,18116,382
2064,13122,269
2065,1668,35
2066,2009,41
2067,8113,168
2068,750,15
2069,900,18
2070,1850,37
2071,9349,196
2072,12372,254
2073,10172,210
2074,1550,31
2075,1486,33
2076,1759,36
2077,1700,34
2078,300,6
2079,11726,246
2080,1200,24
2081,17517,361
2082,4127,85
2083,19099,391
2084,200,4
2085,11358,237
2086,550,11
2087,2086,45
2088,1427,31
2089,568,13
2090,13235,277
2091,1300,26
2092,950,19
2093,21829,462
2094,6086,125
2095,2177,46
2096,1136,26
2097,650,13
2098,650,13
2099,800,16
2100,2359,48
2101,600,12
2102,300,6
2103,5045,105
2104,28785,588
2105,900,18
2106,2886,61
2107,350,7
2108,11349,236
2109,2250,45
2110,1650,33
2111,6727,137
2112,859,18
2113,450,9
2114,9377,190
2115,350,7
2116,250,5
2117,16353,341
2118,300,6
2119,150,3
2120,5263,111
2121,200,4
2122,1000,20
2123,650,13
2124,900,18
2125,2377,50
2126,1050,21
2127,250,5
2128,900,18
2129,8399,177
2130,450,9
2131,4586,95
2132,918,20
2133,2100,42
2134,800,16
2135,400,8
2136,3527,73
2137,19499,399
2138,1936,42
2139,200,4
2140,4654,98
2141,1200,24
2142,150,3
2143,1600,32
2144,659,14
2145,2495,54
2146,15213,310
2147,5758,125
2148,1050,21
2149,3150,63
2150,550,11
2151,786,19
2152,9031,188
2153,17267,356
2154,359,8
2155,250,5
2156,2418,50
2157,1050,21
2158,859,18
2159,10086,205
2160,500,10
2161,1750,35
2162,300,6
2163,6518,132
2164,3127,65
2165,5177,106
2166,37470,774
2167,200,4
2168,1800,36
2169,12708,264
2170,900,18
2171,7581,159
2172,1200,24
2173,3068,63
2174,1200,24
2175,4186,87
2176,659,14
2177,3972,86
2178,11499,239
2179,650,13
2180,4095,86
2181,618,14
2182,1650,33
2183,24712,509
2184,44701,926
2185,2018,42
2186,17067,352
2187,500,10
2188,3536,74
2189,10504,215
2190,4963,105
2191,350,7
2192,1209,25
2193,1754,40
2194,19930,415
2195,3736,78
2196,1118,24
2197,200,4
2198,10772,222
2199,250,5
2200,10167,214
2201,450,9
2202,400,8
2203,72450,1490
2204,2186,47
2205,859,18
2206,6163,129
2207,3822,83
2208,700,14
2209,22471,465
2210,800,16
2211,14785,308
2212,450,9
2213,650,13
2214,9972,206
2215,3572,78
2216,1386,31
2217,609,13
2218,3158,73
2219,718,16
2220,700,14
2221,10604,217
2222,600,12
2223,1177,26
2224,459,10
2225,1309,27
2226,150,3
2227,1350,27
2228,1400,28
2229,1200,24
2230,1568,33
2231,900,18
2232,37475,770
2233,550,11
2234,13163,269
2235,2713,60
2236,850,17
2237,9890,206
2238,550,11
2239,150,3
2240,6195,128
2241,768,17
2242,17972,366
2243,4177,86
2244,1768,37
2245,30838,643
2246,4977,102
2247,450,9
2248,650,13
2249,750,15
2250,859,18
2251,7327,149
2252,3127,65
2253,550,11
2254,4450,89
2255,809,17
2256,14131,290
2257,550,11
2258,4450,89
2259,8013,166
2260,350,7
2261,450,9
2262,1536,34
2263,600,12
2264,9208,194
2265,659,14
2266,9949,208
2267,2227,47
2268,3877,80
2269,4613,98
2270,1450,29
2271,150,3
2272,9803,210
2273,900,18
2274,550,11
2275,20457,428
2276,959,20
2277,800,16
2278,1100,22
2279,7104,147
2280,900,18
2281,1100,22
2282,12622,259
2283,2018,42
2284,809,17
2285,800,16
2286,5381,115
2287,8349,176
2288,14526,302
2289,7986,163
2290,1050,21
2291,550,11
2292,1236,28
2293,1300,26
2294,15040,309
2295,10090,210
2296,2050,41
2297,2990,68
2298,17471,365
2299,2636,56
2300,350,7
2301,13481,277
2302,9926,210
2303,7704,159
2304,69324,1416
2305,350,7
2306,21272,432
2307,9486,193
2308,13808,286
2309,200,4
2310,200,4
2311,2027,43
2312,300,6
2313,1050,21
2314,500,10
2315,2050,41
2316,450,9
2317,1036,24
2318,200,4
2319,750,15
2320,1050,21
2321,2404,53
2322,1100,22
2323,300,6
2324,568,13
2325,959,20
2326,300,6
2327,1550,31
2328,12940,267
2329,2068,43
2330,14422,295
2331,550,11
2332,1400,28
2333,1850,37
2334,1750,35
2335,800,16
2336,4718,96
2337,1068,23
2338,300,6
2339,5613,118
2340,409,9
2341,659,14
2342,850,17
2343,550,11
2344,2877,60
2345,5927,121
2346,3986,83
2347,5168,105
2348,1259,26
2349,2345,51
2350,2000,40
2351,7404,153
2352,3954,84
2353,1268,27
2354,450,9
2355,3327,69
2356,16135,335
2357,350,7
2358,2454,54
2359,22108,452
2360,900,18
2361,9131,190
2362,5122,109
2363,650,13
2364,950,19
2365,30458,619
2366,1259,26
2367,1604,37
2368,1136,26
2369,700,14
2370,350,7
2371,4636,96
2372,1168,25
2373,9558,201
2374,3568,73
2375,350,7
2376,3118,64
2377,10790,224
2378,250,5
2379,568,13
2380,1500,30
2381,3250,65
2382,4404,93
2383,1568,33
2384,409,9
2385,1859,38
2386,18099,371
2387,2150,43
2388,3018,62
2389,859,18
2390,21363,433
2391,10504,215
2392,4995,104
2393,8154,168
2394,2427,51
2395,1059,22
2396,2509,51
2397,2268,47
2398,1818,38
2399,650,13
2400,1400,28
2401,4254,90
2402,3027,63
2403,150,3
2404,5536,114
2405,11518,232
2406,350,7
2407,718,16
2408,15713,320
2409,4263,91
2410,450,9
2411,4045,85
2412,4649,102
2413,1059,22
2414,950,19
2415,400,8
2416,15636,316
2417,350,7
2418,509,11
2419,6672,140
2420,250,5
2421,10286,209
2422,12181,251
2423,24480,506
2424,650,13
2425,200,4
2426,9863,203
2427,3986,83
2428,1600,32
2429,1418,30
2430,600,12
2431,600,12
2432,468,11
2433,150,3
2434,1450,29
2435,509,11
2436,2677,56
2437,3000,60
2438,568,13
2439,16845,341
2440,1200,24
2441,2150,43
2442,12654,258
2443,7672,160
2444,23399,477
2445,1000,20
2446,609,13
2447,1100,22
2448,11563,237
2449,27326,558
2450,1350,27
2451,18285,378
2452,650,13
2453,4268,87
2454,750,15
2455,1050,21
2456,11495,234
2457,4968,101
2458,3318,68
2459,1668,35
2460,3518,72
2461,1495,34
2462,1972,46
2463,5886,121
2464,650,13
2465,1768,37
2466,11904,243
2467,3386,71
2468,850,17
2469,868,19
2470,14813,302
2471,659,14
2472,1500,30
2473,3004,65
2474,10313,212
2475,7486,153
2476,800,16
2477,1927,41
2478,509,11
2479,4818,98
2480,8358,177
2481,4927,101
2482,877,20
2483,1300,26
2484,200,4
2485,150,3
2486,950,19
2487,1259,26
2488,150,3
2489,250,5
2490,1168,25
2491,2177,46
2492,14889,315
2493,250,5
2494,11385,240
2495,4204,89
2496,300,6
2497,31616,652
2498,600,12
2499,7999,169
2500,1077,24
2501,750,15
2502,2359,48
2503,2500,50
2504,4454,94
2505,1668,35
2506,400,8
2507,14213,290
2508,550,11
2509,8295,170
2510,2050,41
2511,300,6
2512,2109,43
2513,16612,347
2514,1100,22
2515,14881,305
2516,200,4
2517,15363,313
2518,17426,360
2519,250,5
2520,150,3
2521,9154,188
2522,450,9
2523,300,6
2524,5104,107
2525,300,6
2526,6404,133
2527,1100,22
2528,11117,233
2529,38049,770
2530,1050,21
2531,1150,23
2532,600,12
2533,900,18
2534,14108,292
2535,6681,141
2536,42439,866
2537,450,9
2538,250,5
2539,3495,74
2540,5018,102
2541,12490,258
2542,3768,77
2543,8413,174
2544,1450,29
2545,1509,31
2546,200,4
2547,6381,135
2548,17158,353
2549,13626,284
2550,650,13
2551,5149,112
2552,400,8
2553,700,14
2554,1709,35
2555,150,3
2556,200,4
2557,3895,82
2558,6027,123
2559,30293,628
2560,18090,370
2561,150,3
2562,2000,40
2563,1300,26
2564,400,8
2565,468,11
2566,1459,30
2567,14499,299
2568,850,17
2569,21422,435
2570,1000,20
2571,500,10
2572,10695,218
2573,500,10
2574,650,13
2575,600,12
2576,5795,120
2577,950,19
2578,12831,264
2579,800,16
2580,1200,24
2581,2154,48
2582,16553,345
2583,5318,108
2584,2618,54
2585,9077,184
2586,818,18
2587,2059,42
2588,700,14
2589,10585,224
2590,8445,173
2591,1200,24
2592,16780,352
2593,4836,100
2594,568,13
2595,2786,59
2596,800,16
2597,1259,26
2598,5986,123
2599,16794,349
2600,700,14
2601,2004,45
2602,4604,97
2603,1627,35
2604,13039,278
2605,1695,38
2606,450,9
2607,1850,37
2608,600,12
2609,918,20
2610,7204,149
2611,4027,83
2612,1900,38
2613,1027,23
2614,1550,31
2615,12840,265
2616,4895,102
2617,15726,326
2618,25371,523
2619,950,19
2620,14763,301
2621,200,4
2622,500,10
2623,1350,27
2624,20767,426
2625,150,3
2626,709,15
2627,300,6
2628,2200,44
2629,200,4
2630,559,12
2631,3545,75
2632,300,6
2633,1100,22
2634,8331,174
2635,1809,37
2636,1150,23
2637,1100,22
2638,750,15
2639,2777,58
2640,150,3
2641,450,9
2642,850,17
2643,6845,141
2644,1727,37
2645,4004,85
2646,200,4
2647,650,13
2648,25694,527
2649,1500,30
2650,2000,40
2651,500,10
2652,600,12
2653,8185,176
2654,5854,122
2655,23290,474
2656,9190,192
2657,618,14
2658,500,10
2659,2736,58
2660,4377,90
2661,7995,164
2662,300,6
2663,2722,61
2664,7795,160
2665,1000,20
2666,900,18
2667,5686,117
2668,400,8
2669,5077,104
2670,4213,90
2671,3977,82
2672,509,11
2673,1250,25
2674,1050,21
2675,250,5
2676,150,3
2677,3563,77
2678,1750,35
2679,4549,100
2680,2795,60
2681,350,7
2682,550,11
2683,6663,139
2684,550,11
2685,1050,21
2686,4904,103
2687,5636,116
2688,900,18
2689,2327,49
2690,550,11
2691,300,6
2692,11477,232
2693,150,3
2694,2486,53
2695,13131,270
2696,1577,34
2697,1986,43
2698,1468,31
2699,500,10
2700,4208,94
2701,16026,332
2702,650,13
2703,1059,22
2704,1250,25
2705,2477,52
2706,8563,177
2707,959,20
2708,11122,229
2709,2700,54
2710,200,4
2711,1936,42
2712,350,7
2713,27093,564
2714,7436,152
2715,300,6
2716,200,4
2717,3136,66
2718,800,16
2719,10817,227
2720,3077,64
2721,850,17
2722,24626,504
2723,1827,39
2724,1200,24
2725,609,13
2726,24126,494
2727,18190,372
2728,8081,169
2729,19766,415
2730,3968,81
2731,35662,728
2732,7017,151
2733,2536,54
2734,1100,22
2735,2854,62
2736,1050,21
2737,250,5
2738,1559,32
2739,1200,24
2740,9295,190
2741,1568,33
2742,500,10
2743,400,8
2744,4490,98
2745,16108,332
2746,1768,37
2747,5077,104
2748,17767,366
2749,1468,31
2750,900,18
2751,1727,37
2752,6667,144
2753,1050,21
2754,15194,317
2755,350,7
2756,4427,91
2757,409,9
2758,800,16
2759,1109,23
2760,4704,99
2761,400,8
2762,3286,69
2763,1309,27
2764,17008,350
2765,3154,68
2766,1668,35
2767,5695,118
2768,1850,37
2769,17017,351
2770,1209,25
2771,19662,408
2772,1050,21
2773,7345,151
2774,13153,277
2775,33757,694
2776,12122,249
2777,15367,318
2778,700,14
2779,11186,227
2780,600,12
2781,200,4
2782,659,14
2783,3627,75
2784,11308,236
2785,918,20
2786,200,4
2787,200,4
2788,14122,289
2789,909,19
2790,27807,575
2791,550,11
2792,11781,243
2793,600,12
2794,750,15
2795,6204,129
2796,150,3
2797,2677,56
2798,250,5
2799,1877,40
2800,250,5
2801,2459,50
2802,700,14
2803,3159,64
2804,1059,22
2805,2309,47
2806,5945,123
2807,1450,29
2808,700,14
2809,550,11
2810,1900,38
2811,350,7
2812,1550,31
2813,450,9
2814,20585,424
2815,1600,32
2816,1100,22
2817,10244,218
2818,2386,51
2819,1159,24
2820,7277,148
2821,2886,61
2822,300,6
2823,1000,20
2824,350,7
2825,1700,34
2826,2036,44
2827,500,10
2828,150,3
2829,7722,161
2830,750,15
2831,450,9
2832,15786,319
2833,2009,41
2834,1759,36
2835,9881,205
2836,600,12
2837,2086,45
2838,8463,175
2839,150,3
2840,17867,368
2841,3200,64
2842,4477,92
2843,4886,101
2844,8145,167
2845,12440,257
2846,2150,43
2847,250,5
2848,868,19
2849,12040,249
2850,3250,65
2851,450,9
2852,1300,26
2853,309,7
2854,450,9
2855,3595,76
2856,2168,45
2857,27807,575
2858,800,16
2859,350,7
2860,45019,934
2861,550,11
2862,5427,111
2863,54964,1137
2864,1927,41
2865,2745,59
2866,3527,73
2867,3386,71
2868,2804,61
2869,8927,181
2870,700,14
2871,459,10
2872,9913,204
2873,350,7
2874,2136,46
2875,20253,419
2876,5572,118
2877,200,4
2878,300,6
2879,15040,309
2880,31275,646
2881,3972,86
2882,12562,266
2883,2077,44
2884,3445,73
2885,768,17
2886,18249,374
2887,18881,385
2888,5795,120
2889,28044,574
2890,9486,193
2891,150,3
2892,13553,285
2893,1200,24
2894,800,16
2895,200,4
2896,300,6
2897,20485,422
2898,1636,36
2899,700,14
2900,800,16
2901,9577,194
2902,1100,22
2903,1168,25
2904,1800,36
2905,1536,34
2906,1609,33
2907,15567,322
2908,1677,36
2909,2309,47
2910,1568,33
2911,6895,142
2912,2218,46
2913,27575,572
2914,400,8
2915,25181,511
2916,600,12
2917,39479,815
2918,5254,110
2919,6254,130
2920,2086,45
2921,550,11
2922,718,16
2923,9627,195
2924,6595,136
2925,700,14
2926,1009,21
2927,500,10
2928,4763,101
2929,6231,132
2930,450,9
2931,7813,162
2932,150,3
2933,668,15
2934,1050,21
2935,750,15
2936,13717,285
2937,300,6
2938,3195,68
2939,5136,106
2940,8586,175
2941,400,8
2942,750,15
2943,25112,517
2944,16340,335
2945,9872,204
2946,2236,48
2947,700,14
2948,2859,58
2949,709,15
2950,150,3
2951,5149,112
2952,459,10
2953,11072,228
2954,14940,307
2955,668,15
2956,550,11
2957,15867,328
2958,400,8
2959,459,10
2960,12621,268
2961,8876,189
2962,300,6
2963,2468,51
2964,550,11
2965,1809,37
2966,500,10
2967,868,19
2968,16622,339
2969,950,19
2970,2818,58
2971,1250,25
2972,2504,55
2973,5277,108
2974,7322,153
2975,5045,105
2976,3804,81
2977,7345,151
2978,250,5
2979,18594,385
2980,8681,181
2981,11145,227
2982,1100,22
2983,650,13
2984,8213,170
2985,5722,121
2986,200,4
2987,1527,33
2988,150,3
2989,36866,757
2990,1268,27
2991,10035,213
2992,13626,284
2993,1086,25
2994,8536,174
2995,15925,339
2996,4018,82
2997,400,8
2998,2109,43
2999,3768,77
3000,250,5
3001,13081,269
3002,10394,221
3003,400,8
3004,5677,116
3005,1245,29
3006,7636,156
3007,450,9
3008,20817,427
3009,5863,123
3010,150,3
3011,950,19
3012,250,5
3013,26334,548
3014,2418,50
3015,3018,62
3016,850,17
3017,959,20
3018,2495,54
3019,600,12
3020,1700,34
3021,1200,24
3022,400,8
3023,400,8
3024,250,5
3025,4281,93
3026,4336,90
3027,2359,48
3028,11444,242
3029,3045,65
3030,7495,154
3031,20480,426
3032,36608,742
3033,30547,638
3034,1777,38
3035,200,4
3036,850,17
3037,12763,261
3038,11277,228
3039,1100,22
3040,6336,130
3041,1709,35
3042,150,3
3043,550,11
3044,1000,20
3045,1309,27
3046,150,3
3047,6077,124
3048,1627,35
3049,550,11
3050,20149,412
3051,768,17
3052,12122,249
3053,718,16
3054,450,9
3055,350,7
3056,4545,95
3057,7631,160
3058,559,12
3059,13917,289
3060,800,16
3061,950,19
3062,2250,45
3063,300,6
3064,3604,77
3065,1150,23
3066,1450,29
3067,200,4
3068,16322,333
3069,1550,31
3070,10585,224
3071,150,3
3072,20703,428
3073,2100,42
3074,1209,25
3075,26690,542
3076,10163,209
3077,5895,122
3078,1550,31
3079,600,12
3080,250,5
3081,4254,90
3082,12808,266
3083,31716,654
3084,19794,409
3085,2977,62
3086,12240,253
3087,700,14
3088,6404,133
3089,1509,31
3090,13822,283
3091,1595,36
3092,550,11
3093,2477,52
3094,8972,186
3095,650,13
3096,2218,46
3097,250,5
3098,650,13
3099,4236,88
3100,150,3
3101,27344,560
3102,15622,319
3103,700,14
3104,3018,62
3105,250,5
3106,1100,22
3107,500,10
3108,2486,53
3109,4945,103
3110,7113,148
3111,709,15
3112,1418,30
3113,1459,30
3114,700,14
3115,8913,184
3116,8954,184
3117,1950,39
3118,5481,117
3119,5940,127
3120,1168,25
3121,850,17
3122,1759,36
3123,150,3
3124,1368,29
3125,300,6
3126,12558,261
3127,1150,23
3128,5254,110
3129,500,10
3130,6304,131
3131,6086,125
3132,1968,41
3133,1586,35
3134,5686,117
3135,150,3
3136,768,17
3137,7163,149
3138,450,9
3139,3354,72
3140,668,15
3141,959,20
3142,1468,31
3143,11840,245
3144,500,10
3145,1009,21
3146,1454,34
3147,3118,64
3148,7127,145
3149,1009,21
3150,250,5
3151,909,19
3152,900,18
3153,350,7
3154,7631,160
3155,200,4
3156,2300,46
3157,350,7
3158,16481,337
3159,468,11
3160,750,15
3161,1850,37
3162,668,15
3163,609,13
3164,6922,145
3165,250,5
3166,12399,257
3167,750,15
3168,2786,59
3169,250,5
3170,1427,31
3171,600,12
3172,600,12
3173,3350,67
3174,1927,41
3175,309,7
3176,5063,107
3177,4190,92
3178,718,16
3179,16480,346
3180,400,8
3181,16785,348
3182,28476,581
3183,750,15
3184,200,4
3185,31267,636
3186,4154,88
3187,500,10
3188,618,14
3189,800,16
3190,3659,74
3191,200,4
3192,4445,93
3193,1550,31
3194,200,4
3195,1359,28
3196,4768,97
3197,7881,165
3198,900,18
3199,9695,198
3200,150,3
3201,550,11
3202,10840,225
3203,500,10
3204,27694,567
3205,550,11
3206,450,9
3207,2936,62
3208,200,4
3209,6036,124
3210,200,4
3211,2627,55
3212,1300,26
3213,1300,26
3214,12176,255
3215,1009,21
3216,22271,461
3217,300,6
3218,7713,160
3219,7104,147
3220,12840,265
3221,650,13
3222,1968,41
3223,450,9
3224,17526,362
3225,2150,43
3226,500,10
3227,150,3
3228,11585,244
3229,2204,49
3230,1427,31
3231,3004,65
3232,16772,342
3233,11753,249
3234,4454,94
3235,400,8
3236,19280,402
3237,11249,234
3238,450,9
3239,7231,152
3240,1950,39
3241,2995,64
3242,1050,21
3243,450,9
3244,300,6
3245,13090,270
3246,11122,229
3247,650,13
3248,1736,38
3249,10635,225
3250,600,12
3251,500,10
3252,20776,427
3253,7790,164
3254,3086,65
3255,400,8
3256,650,13
3257,3345,71
3258,5877,120
3259,559,12
3260,650,13
3261,2127,45
3262,14640,301
3263,150,3
3264,16476,341
3265,668,15
3266,2895,62
3267,709,15
3268,627,15
3269,650,13
3270,3695,78
3271,20217,415
3272,2250,45
3273,14213,290
3274,850,17
3275,17326,358
3276,1686,37
3277,200,4
3278,300,6
3279,150,3
3280,16131,330
3281,35834,738
3282,2800,56
3283,3272,72
3284,13154,268
3285,8586,175
3286,9613,198
3287,14395,292
3288,1100,22
3289,17704,359
3290,6513,136
3291,1118,24
3292,450,9
3293,800,16
3294,2045,45
3295,850,17
3296,1200,24
3297,1136,26
3298,550,11
3299,2059,42
3300,15267,316
3301,850,17
3302,5295,110
3303,400,8
3304,3918,80
3305,2359,48
3306,3077,64
3307,2068,43
3308,859,18
3309,12963,265
3310,37484,771
3311,500,10
3312,27644,566
3313,918,20
3314,4718,96
3315,8549,180
3316,5018,102
3317,1659,34
3318,4545,95
3319,600,12
3320,11317,237
3321,3836,80
3322,3077,64
3323,709,15
3324,8068,163
3325,750,15
3326,1109,23
3327,9722,201
3328,800,16
3329,3395,72
3330,53975,1100
3331,22930,475
3332,1359,28
3333,3650,73
3334,200,4
3335,39966,819
3336,7372,154
3337,600,12
3338,9772,202
3339,7486,153
3340,4463,95
3341,2836,60
3342,5340,115
3343,5445,113
3344,6308,136
3345,6077,124
3346,250,5
3347,20208,414
3348,600,12
3349,1109,23
3350,650,13
3351,909,19
3352,1904,43
3353,56488,1156
3354,7245,149
3355,2000,40
3356,3886,81
3357,1886,41
3358,600,12
3359,3945,83
3360,500,10
3361,1050,21
3362,350,7
3363,7422,155
3364,509,11
3365,350,7
3366,5518,112
3367,700,14
3368,2000,40
3369,5109,103
3370,49251,1017
3371,150,3
3372,21461,453
3373,3722,81
3374,359,8
3375,300,6
3376,3650,73
3377,2650,53
3378,509,11
3379,3254,70
3380,5277,108
3381,1800,36
3382,300,6
3383,5827,119
3384,1000,20
3385,900,18
3386,15358,317
3387,21835,449
3388,700,14
3389,300,6
3390,6572,138
3391,4745,99
3392,559,12
3393,14790,304
3394,8540,179
3395,709,15
3396,15207,323
3397,3868,79
3398,16767,346
3399,16676,345
3400,927,21
3401,800,16
3402,1059,22
3403,3781,83
3404,49819,1030
3405,859,18
3406,150,3
3407,200,4
3408,968,21
3409,5327,109
3410,1595,36
3411,750,15
3412,3504,75
3413,1927,41
3414,4936,102
3415,2627,55
3416,650,13
3417,1777,38
3418,16958,349
3419,12490,258
3420,4395,92
3421,10249,214
3422,3518,72
3423,5563,117
3424,11713,240
3425,550,11
3426,2145,47
3427,1200,24
3428,350,7
3429,150,3
3430,4513,96
3431,709,15
3432,6331,134
3433,300,6
3434,1677,36
3435,29162,598
3436,24076,493
3437,7722,161
3438,200,4
3439,300,6
3440,17130,359
3441,7631,160
3442,700,14
3443,450,9
3444,150,3
3445,4704,99
3446,18426,380
3447,1100,22
3448,968,21
3449,200,4
3450,250,5
3451,2945,63
3452,1600,32
3453,559,12
3454,1786,39
3455,3095,66
3456,1359,28
3457,709,15
3458,2286,49
3459,6563,137
3460,6636,136
3461,5604,117
3462,9931,206
3463,7318,148
3464,450,9
3465,1950,39
3466,350,7
3467,3368,69
3468,750,15
3469,250,5
3470,500,10
3471,2968,61
3472,6918,140
3473,3854,82
3474,6513,136
3475,750,15
3476,14985,312
3477,1477,32
3478,1809,37
3479,8331,174
3480,1509,31
3481,3336,70
3482,17117,353
3483,1850,37
3484,13081,269
3485,1050,21
3486,26521,546
3487,600,12
3488,1895,42
3489,1750,35
3490,6172,130
3491,150,3
3492,34457,708
3493,600,12
3494,2118,44
3495,1745,39
3496,9767,206
3497,1395,32
3498,26116,542
3499,5713,120
3500,250,5
3501,3036,64
3502,1336,30
3503,4254,90
3504,450,9
3505,950,19
3506,200,4
3507,1050,21
3508,409,9
3509,350,7
3510,1259,26
3511,2400,48
3512,1818,38
3513,31330,643
3514,1200,24
3515,23108,472
3516,450,9
3517,4995,104
3518,15704,319
3519,4018,82
3520,700,14
3521,509,11
3522,20426,420
3523,13421,284
3524,8504,175
3525,2927,61
3526,250,5
3527,22829,482
3528,11081,229
3529,1277,28
3530,2427,51
3531,1486,33
3532,1700,34
3533,2300,46
3534,459,10
3535,350,7
3536,609,13
3537,12458,259
3538,9572,198
3539,11022,227
3540,1500,30
3541,1459,30
3542,850,17
3543,300,6
3544,900,18
3545,10622,219
3546,10040,209
3547,3700,74
3548,10854,222
3549,550,11
3550,450,9
3551,8036,164
3552,3163,69
3553,350,7
3554,19971,415
3555,18894,391
3556,14886,301
3557,15708,324
3558,2559,52
3559,1209,25
3560,2200,44
3561,1786,39
3562,250,5
3563,12299,255
3564,250,5
3565,1968,41
3566,20667,424
3567,1550,31
3568,850,17
3569,450,9
3570,4777,98
3571,1000,20
3572,950,19
3573,300,6
3574,18713,380
3575,250,5
3576,3050,61
3577,22421,464
3578,150,3
3579,7036,144
3580,959,20
3581,7836,160
3582,1877,40
3583,700,14
3584,13122,269
3585,900,18
3586,1445,33
3587,1009,21
3588,609,13
3589,400,8
3590,600,12
3591,600,12
3592,750,15
3593,1800,36
3594,29066,601
3595,700,14
3596,2877,60
3597,500,10
3598,700,14
3599,250,5
3600,700,14
3601,8890,186
3602,3504,75
3603,1900,38
3604,1309,27
3605,859,18
3606,1536,34
3607,3568,73
3608,459,10
3609,3636,76
3610,4609,93
3611,900,18
3612,1800,36
3613,809,17
3614,4572,98
3615,300,6
3616,2968,61
3617,7381,155
3618,150,3
3619,1450,29
3620,20944,432
3621,500,10
3622,250,5
3623,150,3
3624,3672,80
3625,3322,73
3626,4413,94
3627,12499,259
3628,1127,25
3629,150,3
3630,12276,257
3631,6731,142
3632,500,10
3633,350,7
3634,409,9
3635,150,3
3636,6690,142
3637,18448,387
3638,350,7
3639,2009,41
3640,1545,35
3641,200,4
3642,868,19
3643,11636,236
3644,600,12
3645,2236,48
3646,850,17
3647,3745,79
3648,727,17
3649,1150,23
3650,5968,121
3651,3763,81
3652,709,15
3653,9272,192
3654,28867,588
3655,950,19
3656,1577,34
3657,409,9
3658,2800,56
3659,13826,288
3660,7363,153
3661,450,9
3662,4004,85
3663,5604,117
3664,1736,38
3665,809,17
3666,700,14
3667,8149,172
3668,3004,65
3669,1200,24
3670,850,17
3671,2395,52
3672,7281,153
3673,809,17
3674,1009,21
3675,13163,269
3676,350,7
3677,5581,119
3678,1077,24
3679,16781,343
3680,2204,49
3681,15026,312
3682,300,6
3683,1259,26
3684,250,5
3685,22438,475
3686,1150,23
3687,9681,201
3688,1100,22
3689,25622,519
3690,4786,99
3691,3677,76
3692,9699,203
3693,250,5
3694,450,9
3695,1259,26
3696,1150,23
3697,1777,38
3698,400,8
3699,550,11
3700,918,20
3701,4436,92
3702,450,9
3703,1150,23
3704,8863,183
3705,16667,344
3706,28003,574
3707,659,14
3708,300,6
3709,11317,237
3710,150,3
3711,17736,358
3712,15035,313
3713,1450,29
3714,17599,361
3715,800,16
3716,22975,480
3717,5500,110
3718,918,20
3719,1668,35
3720,350,7
3721,850,17
3722,2595,56
3723,14958,309
3724,10581,219
3725,1309,27
3726,9122,189
3727,518,12
3728,9254,190
3729,459,10
3730,9254,190
3731,700,14
3732,250,5
3733,2318,48
3734,150,3
3735,23489,487
3736,1468,31
3737,1586,35
3738,3336,70
3739,600,12
3740,9658,203
3741,27249,554
3742,3213,70
3743,200,4
3744,150,3
3745,15004,305
3746,14290,294
3747,20598,430
3748,5204,109
3749,150,3
3750,1109,23
3751,8081,169
3752,6318,128
3753,1459,30
3754,20662,428
3755,350,7
3756,1668,35
3757,2468,51
3758,1377,30
3759,718,16
3760,900,18
3761,3695,78
3762,600,12
3763,768,17
3764,2954,64
3765,300,6
3766,11940,247
3767,1059,22
3768,7536,154
3769,5186,107
3770,250,5
3771,5463,115
3772,1000,20
3773,450,9
3774,750,15
3775,1259,26
3776,6213,130
3777,400,8
3778,5886,121
3779,1400,28
3780,2150,43
3781,4327,89
