,SPENDMONEY,SPENDTIMES
2063,650,13
2064,100,2
2065,350,7
2066,500,10
2067,400,8
2068,1650,33
2069,1550,31
2070,600,12
2071,1450,29
2072,600,12
2073,2300,46
2074,100,2
2075,250,5
2076,300,6
2077,300,6
2078,800,16
2079,400,8
2080,1800,36
2081,2250,45
2082,400,8
2083,300,6
2084,100,2
2085,450,9
2086,3450,69
2087,1000,20
2088,150,3
2089,500,10
2090,600,12
2091,800,16
2092,100,2
2093,350,7
2094,350,7
2095,300,6
2096,150,3
2097,300,6
2098,200,4
2099,150,3
2100,2400,48
2101,850,17
2102,200,4
2103,1000,20
2104,100,2
2105,1150,23
2106,750,15
2107,100,2
2108,950,19
2109,500,10
2110,700,14
2111,450,9
2112,500,10
2113,100,2
2114,550,11
2115,350,7
2116,650,13
2117,850,17
2118,1450,29
2119,1300,26
2120,2550,51
2121,1750,35
2122,450,9
2123,100,2
2124,250,5
2125,600,12
2126,250,5
2127,750,15
2128,2100,42
2129,550,11
2130,2650,53
2131,400,8
2132,400,8
2133,400,8
2134,650,13
2135,650,13
2136,200,4
2137,700,14
2138,600,12
2139,500,10
2140,100,2
2141,500,10
2142,2300,46
2143,400,8
2144,1400,28
2145,200,4
2146,1300,26
2147,1650,33
2148,1250,25
2149,1000,20
2150,150,3
2151,100,2
2152,2050,41
2153,750,15
2154,1000,20
2155,1850,37
2156,300,6
2157,150,3
2158,150,3
2159,1650,33
2160,1950,39
2161,150,3
2162,350,7
2163,800,16
2164,600,12
2165,450,9
2166,150,3
2167,200,4
2168,350,7
2169,100,2
2170,150,3
2171,550,11
2172,400,8
2173,300,6
2174,1300,26
2175,1550,31
2176,500,10
2177,800,16
2178,700,14
2179,150,3
2180,1750,35
2181,800,16
2182,550,11
2183,1100,22
2184,350,7
2185,500,10
2186,1400,28
2187,300,6
2188,600,12
2189,2200,44
2190,350,7
2191,950,19
2192,1200,24
2193,1000,20
2194,250,5
2195,1000,20
2196,2700,54
2197,350,7
2198,150,3
2199,1850,37
2200,1200,24
2201,900,18
2202,200,4
2203,1200,24
2204,450,9
2205,150,3
2206,650,13
2207,950,19
2208,500,10
2209,150,3
2210,350,7
2211,2300,46
2212,2050,41
2213,100,2
2214,850,17
2215,650,13
2216,1150,23
2217,450,9
2218,600,12
2219,200,4
2220,300,6
2221,550,11
2222,400,8
2223,1050,21
2224,100,2
2225,350,7
2226,1850,37
2227,1700,34
2228,5150,103
2229,450,9
2230,1750,35
2231,1000,20
2232,450,9
2233,150,3
2234,950,19
2235,700,14
2236,500,10
2237,1450,29
2238,1950,39
2239,250,5
2240,1250,25
2241,100,2
2242,650,13
2243,100,2
2244,2300,46
2245,150,3
2246,350,7
2247,550,11
2248,500,10
2249,300,6
2250,350,7
2251,100,2
2252,400,8
2253,200,4
2254,400,8
2255,250,5
2256,1200,24
2257,450,9
2258,350,7
2259,350,7
2260,900,18
2261,1400,28
2262,450,9
2263,550,11
2264,1100,22
2265,200,4
2266,700,14
2267,100,2
2268,150,3
2269,400,8
2270,100,2
2271,1150,23
2272,550,11
2273,450,9
2274,2400,48
2275,450,9
2276,1400,28
2277,500,10
2278,800,16
2279,250,5
2280,200,4
2281,400,8
2282,250,5
2283,1050,21
2284,100,2
2285,800,16
2286,400,8
2287,100,2
2288,500,10
2289,100,2
2290,1300,26
2291,100,2
2292,600,12
2293,450,9
2294,350,7
2295,350,7
2296,350,7
2297,250,5
2298,300,6
2299,800,16
2300,350,7
2301,1000,20
2302,100,2
2303,1400,28
2304,1300,26
2305,1050,21
2306,250,5
2307,650,13
2308,350,7
2309,250,5
2310,100,2
2311,1350,27
2312,150,3
2313,200,4
2314,750,15
2315,400,8
2316,350,7
2317,550,11
2318,150,3
2319,700,14
2320,150,3
2321,100,2
2322,100,2
2323,600,12
2324,1250,25
2325,300,6
2326,1600,32
2327,200,4
2328,300,6
2329,450,9
2330,2000,40
2331,750,15
2332,750,15
2333,1850,37
2334,1650,33
2335,850,17
2336,200,4
2337,900,18
2338,1750,35
2339,250,5
2340,300,6
2341,350,7
2342,250,5
2343,150,3
2344,200,4
2345,250,5
2346,2150,43
2347,650,13
2348,1400,28
2349,700,14
2350,1600,32
2351,1450,29
2352,350,7
2353,1100,22
2354,750,15
2355,600,12
2356,1050,21
2357,2150,43
2358,150,3
2359,400,8
2360,850,17
2361,1050,21
2362,250,5
2363,2700,54
2364,100,2
2365,1350,27
2366,600,12
2367,1450,29
2368,2850,57
2369,350,7
2370,1500,30
2371,900,18
2372,500,10
2373,550,11
2374,200,4
2375,100,2
2376,550,11
2377,300,6
2378,1000,20
2379,400,8
2380,150,3
2381,250,5
2382,1050,21
2383,1200,24
2384,2000,40
2385,1600,32
2386,200,4
2387,300,6
2388,1050,21
2389,400,8
2390,750,15
2391,400,8
2392,1150,23
2393,150,3
2394,650,13
2395,850,17
2396,250,5
2397,900,18
2398,100,2
2399,200,4
2400,900,18
2401,250,5
2402,500,10
2403,100,2
2404,1600,32
2405,100,2
2406,350,7
2407,200,4
2408,750,15
2409,300,6
2410,350,7
2411,3750,75
2412,900,18
2413,450,9
2414,450,9
2415,1550,31
2416,750,15
2417,750,15
2418,2350,47
2419,250,5
2420,300,6
2421,100,2
2422,750,15
2423,250,5
2424,450,9
2425,1200,24
2426,1900,38
2427,650,13
2428,350,7
2429,300,6
2430,500,10
2431,150,3
2432,350,7
2433,600,12
2434,950,19
2435,1400,28
2436,400,8
2437,500,10
2438,400,8
2439,1550,31
2440,150,3
2441,350,7
2442,300,6
2443,2500,50
2444,700,14
2445,100,2
2446,650,13
2447,900,18
2448,300,6
2449,1400,28
2450,100,2
2451,1000,20
2452,2400,48
2453,100,2
2454,350,7
2455,550,11
2456,1400,28
2457,1300,26
2458,550,11
2459,100,2
2460,350,7
2461,750,15
2462,100,2
2463,1150,23
2464,1700,34
2465,250,5
2466,650,13
2467,2000,40
2468,200,4
2469,600,12
2470,100,2
2471,800,16
2472,700,14
2473,1050,21
2474,300,6
2475,700,14
2476,250,5
2477,1000,20
2478,700,14
2479,1650,33
2480,450,9
2481,150,3
2482,1500,30
2483,400,8
2484,250,5
2485,850,17
2486,1400,28
2487,350,7
2488,1550,31
2489,300,6
2490,350,7
2491,100,2
2492,900,18
2493,550,11
2494,1500,30
2495,3850,77
2496,150,3
2497,100,2
2498,100,2
2499,200,4
2500,1250,25
2501,600,12
2502,1000,20
2503,1550,31
2504,200,4
2505,200,4
2506,200,4
2507,1800,36
2508,750,15
2509,400,8
2510,100,2
2511,900,18
2512,1250,25
2513,500,10
2514,400,8
2515,1450,29
2516,1150,23
2517,150,3
2518,500,10
2519,2350,47
2520,3400,68
2521,650,13
2522,1300,26
2523,1300,26
2524,400,8
2525,850,17
2526,550,11
2527,200,4
2528,200,4
2529,1300,26
2530,850,17
2531,400,8
2532,250,5
2533,1000,20
2534,800,16
2535,100,2
2536,1450,29
2537,100,2
2538,550,11
2539,500,10
2540,100,2
2541,200,4
2542,800,16
2543,1550,31
2544,900,18
2545,550,11
2546,2200,44
2547,650,13
2548,1100,22
2549,150,3
2550,300,6
2551,100,2
2552,250,5
2553,250,5
2554,650,13
2555,1050,21
2556,900,18
2557,200,4
2558,150,3
2559,1400,28
2560,800,16
2561,600,12
2562,1000,20
2563,100,2
2564,650,13
2565,2350,47
2566,1050,21
2567,1200,24
2568,500,10
2569,150,3
2570,600,12
2571,350,7
2572,750,15
2573,2150,43
2574,900,18
2575,550,11
2576,500,10
2577,1000,20
2578,600,12
2579,100,2
2580,250,5
2581,500,10
2582,400,8
2583,450,9
2584,500,10
2585,1950,39
2586,100,2
2587,1350,27
2588,1000,20
2589,1000,20
2590,1050,21
2591,1800,36
2592,1600,32
2593,250,5
2594,300,6
2595,550,11
2596,750,15
2597,450,9
2598,1800,36
2599,200,4
2600,1800,36
2601,100,2
2602,300,6
2603,2200,44
2604,400,8
2605,500,10
2606,100,2
2607,550,11
2608,100,2
2609,250,5
2610,2500,50
2611,750,15
2612,750,15
2613,650,13
2614,1100,22
2615,150,3
2616,550,11
2617,1350,27
2618,100,2
2619,200,4
2620,200,4
2621,1850,37
2622,300,6
2623,550,11
2624,650,13
2625,550,11
2626,100,2
2627,200,4
2628,100,2
2629,150,3
2630,300,6
2631,800,16
2632,650,13
2633,2700,54
2634,400,8
2635,300,6
2636,150,3
2637,950,19
2638,300,6
2639,100,2
2640,200,4
2641,150,3
2642,1800,36
2643,1600,32
2644,100,2
2645,600,12
2646,600,12
2647,1650,33
2648,800,16
2649,800,16
2650,400,8
2651,100,2
2652,200,4
2653,300,6
2654,950,19
2655,350,7
2656,200,4
2657,200,4
2658,500,10
2659,700,14
2660,550,11
2661,2550,51
2662,200,4
2663,750,15
2664,100,2
2665,150,3
2666,150,3
2667,1350,27
2668,100,2
2669,550,11
2670,850,17
2671,1200,24
2672,200,4
2673,200,4
2674,1050,21
2675,100,2
2676,400,8
2677,1350,27
2678,150,3
2679,750,15
2680,550,11
2681,950,19
2682,2500,50
2683,2050,41
2684,3100,62
2685,1200,24
2686,200,4
2687,350,7
2688,1700,34
2689,350,7
2690,800,16
2691,200,4
2692,150,3
2693,300,6
2694,750,15
2695,100,2
2696,450,9
2697,850,17
2698,100,2
2699,450,9
2700,1250,25
2701,800,16
2702,750,15
2703,550,11
2704,1300,26
2705,100,2
2706,550,11
2707,200,4
2708,250,5
2709,200,4
2710,200,4
2711,100,2
2712,400,8
2713,950,19
2714,650,13
2715,450,9
2716,250,5
2717,850,17
2718,2200,44
2719,750,15
2720,1850,37
2721,950,19
2722,300,6
2723,500,10
2724,600,12
2725,3250,65
2726,900,18
2727,200,4
2728,1250,25
2729,1200,24
2730,300,6
2731,100,2
2732,350,7
2733,700,14
2734,200,4
2735,1200,24
2736,1950,39
2737,800,16
2738,1800,36
2739,250,5
2740,350,7
2741,400,8
2742,200,4
2743,850,17
2744,1100,22
2745,350,7
2746,650,13
2747,1150,23
2748,1400,28
2749,100,2
2750,400,8
2751,400,8
2752,100,2
2753,800,16
2754,400,8
2755,1000,20
2756,1600,32
2757,500,10
2758,1050,21
2759,350,7
2760,550,11
2761,500,10
2762,1050,21
2763,100,2
2764,200,4
2765,300,6
2766,1150,23
2767,350,7
2768,550,11
2769,200,4
2770,450,9
2771,200,4
2772,100,2
2773,700,14
2774,1250,25
2775,2350,47
2776,450,9
2777,250,5
2778,550,11
2779,200,4
2780,400,8
2781,150,3
2782,150,3
2783,1500,30
2784,2400,48
2785,850,17
2786,550,11
2787,150,3
2788,650,13
2789,600,12
2790,1450,29
2791,500,10
2792,1100,22
2793,1800,36
2794,600,12
2795,1000,20
2796,300,6
2797,1050,21
2798,300,6
2799,1250,25
2800,100,2
2801,150,3
2802,400,8
2803,550,11
2804,3350,67
2805,350,7
2806,550,11
2807,400,8
2808,400,8
2809,750,15
2810,1200,24
2811,250,5
2812,850,17
2813,900,18
2814,750,15
2815,950,19
2816,200,4
2817,450,9
2818,100,2
2819,1500,30
2820,1050,21
2821,250,5
2822,200,4
2823,500,10
2824,200,4
2825,1050,21
2826,150,3
2827,2000,40
2828,1500,30
2829,350,7
2830,100,2
2831,2450,49
2832,200,4
2833,600,12
2834,250,5
2835,450,9
2836,150,3
2837,700,14
2838,550,11
2839,1400,28
2840,1600,32
2841,1400,28
2842,1450,29
2843,500,10
2844,250,5
2845,100,2
2846,100,2
2847,3550,71
2848,100,2
2849,400,8
2850,250,5
2851,1150,23
2852,250,5
2853,400,8
2854,450,9
2855,650,13
2856,650,13
2857,400,8
2858,100,2
2859,2550,51
2860,500,10
2861,450,9
2862,200,4
2863,1300,26
2864,1350,27
2865,550,11
2866,650,13
2867,150,3
2868,300,6
2869,1050,21
2870,300,6
2871,450,9
2872,300,6
2873,200,4
2874,2700,54
2875,100,2
2876,800,16
2877,300,6
2878,250,5
2879,150,3
2880,300,6
2881,1250,25
2882,350,7
2883,1000,20
2884,200,4
2885,3050,61
2886,250,5
2887,300,6
2888,800,16
2889,200,4
2890,400,8
2891,600,12
2892,800,16
2893,300,6
2894,350,7
2895,1500,30
2896,1700,34
2897,1900,38
2898,650,13
2899,1150,23
2900,150,3
2901,800,16
2902,1200,24
2903,750,15
2904,850,17
2905,600,12
2906,100,2
2907,1400,28
2908,500,10
2909,1550,31
2910,300,6
2911,2050,41
2912,550,11
2913,850,17
2914,700,14
2915,400,8
2916,900,18
2917,2050,41
2918,500,10
2919,1750,35
2920,600,12
2921,400,8
2922,250,5
2923,500,10
2924,2650,53
2925,1250,25
2926,400,8
2927,200,4
2928,300,6
2929,700,14
2930,400,8
2931,1850,37
2932,150,3
2933,350,7
2934,1150,23
2935,250,5
2936,250,5
2937,2600,52
2938,1150,23
2939,600,12
2940,250,5
2941,250,5
2942,500,10
2943,700,14
2944,150,3
2945,350,7
2946,250,5
2947,150,3
2948,1000,20
2949,1200,24
2950,100,2
2951,1500,30
2952,750,15
2953,150,3
2954,1700,34
2955,400,8
2956,1050,21
2957,400,8
2958,350,7
2959,450,9
2960,1100,22
2961,1950,39
2962,900,18
2963,1500,30
2964,100,2
2965,1200,24
2966,500,10
2967,350,7
2968,1250,25
2969,450,9
2970,300,6
2971,250,5
2972,650,13
2973,550,11
2974,900,18
2975,600,12
2976,400,8
2977,250,5
2978,1300,26
2979,550,11
2980,450,9
2981,650,13
2982,450,9
2983,300,6
2984,150,3
2985,150,3
2986,1100,22
2987,400,8
2988,600,12
2989,1200,24
2990,200,4
2991,600,12
2992,1650,33
2993,650,13
2994,400,8
2995,450,9
2996,1050,21
2997,650,13
2998,300,6
2999,200,4
3000,150,3
3001,1250,25
3002,200,4
3003,250,5
3004,700,14
3005,1050,21
3006,100,2
3007,400,8
3008,550,11
3009,150,3
3010,200,4
3011,850,17
3012,1900,38
3013,700,14
3014,500,10
3015,350,7
3016,100,2
3017,300,6
3018,100,2
3019,600,12
3020,300,6
3021,200,4
3022,350,7
3023,100,2
3024,1100,22
3025,400,8
3026,2150,43
3027,1600,32
3028,1550,31
3029,200,4
3030,550,11
3031,700,14
3032,750,15
3033,300,6
3034,250,5
3035,750,15
3036,600,12
3037,700,14
3038,850,17
3039,250,5
3040,400,8
3041,100,2
3042,150,3
3043,950,19
3044,100,2
3045,750,15
3046,4000,80
3047,950,19
3048,750,15
3049,1350,27
3050,900,18
3051,850,17
3052,450,9
3053,850,17
3054,700,14
3055,250,5
3056,200,4
3057,250,5
3058,100,2
3059,100,2
3060,2350,47
3061,800,16
3062,150,3
3063,900,18
3064,650,13
3065,700,14
3066,250,5
3067,1050,21
3068,900,18
3069,400,8
3070,1350,27
3071,150,3
3072,1100,22
3073,500,10
3074,450,9
3075,1100,22
3076,450,9
3077,300,6
3078,3400,68
3079,350,7
3080,300,6
3081,100,2
3082,250,5
3083,200,4
3084,450,9
3085,650,13
3086,1900,38
3087,700,14
3088,900,18
3089,1100,22
3090,100,2
3091,750,15
3092,600,12
3093,750,15
3094,2900,58
3095,450,9
3096,150,3
3097,600,12
3098,300,6
3099,300,6
3100,100,2
3101,250,5
3102,450,9
3103,300,6
3104,1450,29
3105,250,5
3106,350,7
3107,300,6
3108,200,4
3109,450,9
3110,200,4
3111,150,3
3112,1650,33
3113,300,6
3114,100,2
3115,950,19
3116,800,16
3117,850,17
3118,2200,44
3119,100,2
3120,1300,26
3121,800,16
3122,100,2
3123,150,3
3124,200,4
3125,1100,22
3126,300,6
3127,250,5
3128,1450,29
3129,600,12
3130,200,4
3131,300,6
3132,600,12
3133,250,5
3134,450,9
3135,2600,52
3136,100,2
3137,200,4
3138,100,2
3139,1100,22
3140,100,2
3141,200,4
3142,500,10
3143,950,19
3144,1350,27
3145,100,2
3146,300,6
3147,900,18
3148,2200,44
3149,2600,52
3150,750,15
3151,250,5
3152,1000,20
3153,2350,47
3154,250,5
3155,100,2
3156,100,2
3157,400,8
3158,350,7
3159,200,4
3160,800,16
3161,600,12
3162,1200,24
3163,300,6
3164,100,2
3165,450,9
3166,550,11
3167,300,6
3168,750,15
3169,100,2
3170,2700,54
3171,150,3
3172,500,10
3173,350,7
3174,350,7
3175,200,4
3176,150,3
3177,300,6
3178,300,6
3179,450,9
3180,450,9
3181,100,2
3182,250,5
3183,350,7
3184,250,5
3185,850,17
3186,1850,37
3187,150,3
3188,1200,24
3189,200,4
3190,1950,39
3191,100,2
3192,700,14
3193,1200,24
3194,850,17
3195,950,19
3196,1750,35
3197,600,12
3198,100,2
3199,1500,30
3200,400,8
3201,300,6
3202,200,4
3203,1100,22
3204,550,11
3205,400,8
3206,900,18
3207,500,10
3208,150,3
3209,1250,25
3210,600,12
3211,1500,30
3212,200,4
3213,2600,52
3214,1450,29
3215,400,8
3216,800,16
3217,800,16
3218,450,9
3219,650,13
3220,900,18
3221,2700,54
3222,400,8
3223,4050,81
3224,400,8
3225,750,15
3226,150,3
3227,300,6
3228,1600,32
3229,350,7
3230,300,6
3231,100,2
3232,100,2
3233,950,19
3234,2150,43
3235,250,5
3236,400,8
3237,100,2
3238,1000,20
3239,550,11
3240,400,8
3241,400,8
3242,950,19
3243,350,7
3244,1800,36
3245,400,8
3246,600,12
3247,1150,23
3248,1100,22
3249,150,3
3250,300,6
3251,1750,35
3252,250,5
3253,100,2
3254,600,12
3255,400,8
3256,800,16
3257,550,11
3258,4000,80
3259,1750,35
3260,350,7
3261,100,2
3262,950,19
3263,250,5
3264,250,5
3265,650,13
3266,300,6
3267,500,10
3268,150,3
3269,600,12
3270,600,12
3271,800,16
3272,150,3
3273,800,16
3274,1850,37
3275,3150,63
3276,2700,54
3277,1250,25
3278,250,5
3279,1650,33
3280,800,16
3281,1500,30
3282,250,5
3283,250,5
3284,1400,28
3285,100,2
3286,200,4
3287,1650,33
3288,500,10
3289,300,6
3290,400,8
3291,100,2
3292,600,12
3293,700,14
3294,1400,28
3295,550,11
3296,1200,24
3297,1000,20
3298,750,15
3299,150,3
3300,1850,37
3301,200,4
3302,500,10
3303,1700,34
3304,650,13
3305,600,12
3306,1950,39
3307,350,7
3308,550,11
3309,150,3
3310,550,11
3311,400,8
3312,200,4
3313,750,15
3314,250,5
3315,350,7
3316,250,5
3317,100,2
3318,750,15
3319,1250,25
3320,250,5
3321,1200,24
3322,500,10
3323,100,2
3324,750,15
3325,400,8
3326,150,3
3327,1950,39
3328,3050,61
3329,350,7
3330,450,9
3331,800,16
3332,100,2
3333,750,15
3334,300,6
3335,550,11
3336,850,17
3337,700,14
3338,1700,34
3339,1450,29
3340,150,3
3341,600,12
3342,800,16
3343,900,18
3344,250,5
3345,1000,20
3346,350,7
3347,500,10
3348,2750,55
3349,300,6
3350,150,3
3351,1100,22
3352,1550,31
3353,300,6
3354,1300,26
3355,1200,24
3356,100,2
3357,450,9
3358,350,7
3359,400,8
3360,100,2
3361,2400,48
3362,400,8
3363,650,13
3364,2850,57
3365,400,8
3366,100,2
3367,150,3
3368,450,9
3369,250,5
3370,100,2
3371,150,3
3372,1250,25
3373,2800,56
3374,450,9
3375,950,19
3376,150,3
3377,150,3
3378,300,6
3379,850,17
3380,100,2
3381,150,3
3382,100,2
3383,400,8
3384,2000,40
3385,550,11
3386,350,7
3387,950,19
3388,200,4
3389,950,19
3390,1100,22
3391,1050,21
3392,100,2
3393,300,6
3394,150,3
3395,300,6
3396,1100,22
3397,550,11
3398,250,5
3399,150,3
3400,250,5
3401,600,12
3402,200,4
3403,700,14
3404,1650,33
3405,600,12
3406,300,6
3407,1000,20
3408,100,2
3409,100,2
3410,200,4
3411,100,2
3412,450,9
3413,200,4
3414,800,16
3415,1650,33
3416,150,3
3417,1100,22
3418,600,12
3419,1050,21
3420,550,11
3421,250,5
3422,1050,21
3423,2900,58
3424,400,8
3425,550,11
3426,1150,23
3427,150,3
3428,1200,24
3429,650,13
3430,150,3
3431,100,2
3432,150,3
3433,1400,28
3434,900,18
3435,100,2
3436,1000,20
3437,100,2
3438,1750,35
3439,2050,41
3440,250,5
3441,500,10
3442,750,15
3443,1500,30
3444,100,2
3445,2550,51
3446,450,9
3447,850,17
3448,750,15
3449,200,4
3450,850,17
3451,400,8
3452,100,2
3453,550,11
3454,200,4
3455,600,12
3456,600,12
3457,200,4
3458,100,2
3459,750,15
3460,150,3
3461,200,4
3462,250,5
3463,1300,26
3464,600,12
3465,750,15
3466,1300,26
3467,250,5
3468,200,4
3469,100,2
3470,250,5
3471,500,10
3472,400,8
3473,2050,41
3474,350,7
3475,850,17
3476,850,17
3477,100,2
3478,850,17
3479,300,6
3480,250,5
3481,750,15
3482,300,6
3483,1800,36
3484,150,3
3485,1350,27
3486,450,9
3487,800,16
3488,350,7
3489,300,6
3490,650,13
3491,900,18
3492,250,5
3493,1400,28
3494,650,13
3495,250,5
3496,300,6
3497,200,4
3498,450,9
3499,100,2
3500,800,16
3501,600,12
3502,400,8
3503,200,4
3504,200,4
3505,400,8
3506,400,8
3507,1500,30
3508,1650,33
3509,750,15
3510,450,9
3511,500,10
3512,350,7
3513,600,12
3514,600,12
3515,200,4
3516,350,7
3517,400,8
3518,200,4
3519,900,18
3520,1200,24
3521,350,7
3522,100,2
3523,300,6
3524,1100,22
3525,650,13
3526,150,3
3527,550,11
3528,1250,25
3529,1150,23
3530,300,6
3531,200,4
3532,350,7
3533,850,17
3534,1800,36
3535,1400,28
3536,100,2
3537,600,12
3538,1950,39
3539,1050,21
3540,550,11
3541,1100,22
3542,1450,29
3543,850,17
3544,150,3
3545,650,13
3546,200,4
3547,650,13
3548,1600,32
3549,800,16
3550,100,2
3551,250,5
3552,1150,23
3553,150,3
3554,800,16
3555,150,3
3556,400,8
3557,150,3
3558,2650,53
3559,1800,36
3560,4250,85
3561,200,4
3562,100,2
3563,150,3
3564,400,8
3565,300,6
3566,850,17
3567,200,4
3568,1250,25
3569,800,16
3570,450,9
3571,800,16
3572,100,2
3573,650,13
3574,150,3
3575,900,18
3576,400,8
3577,100,2
3578,1550,31
3579,550,11
3580,850,17
3581,150,3
3582,2550,51
3583,500,10
3584,100,2
3585,1050,21
3586,1350,27
3587,300,6
3588,2350,47
3589,600,12
3590,350,7
3591,400,8
3592,900,18
3593,350,7
3594,900,18
3595,2950,59
3596,800,16
3597,2400,48
3598,450,9
3599,350,7
3600,100,2
3601,150,3
3602,400,8
3603,550,11
3604,450,9
3605,200,4
3606,200,4
3607,400,8
3608,1650,33
3609,250,5
3610,2050,41
3611,700,14
3612,100,2
3613,1100,22
3614,200,4
3615,100,2
3616,950,19
3617,100,2
3618,650,13
3619,500,10
3620,150,3
3621,450,9
3622,300,6
3623,650,13
3624,1500,30
3625,100,2
3626,350,7
3627,800,16
3628,350,7
3629,950,19
3630,500,10
3631,400,8
3632,750,15
3633,900,18
3634,450,9
3635,200,4
3636,100,2
3637,350,7
3638,150,3
3639,350,7
3640,800,16
3641,100,2
3642,950,19
3643,1900,38
3644,500,10
3645,800,16
3646,1200,24
3647,100,2
3648,750,15
3649,150,3
3650,500,10
3651,400,8
3652,100,2
3653,250,5
3654,1200,24
3655,300,6
3656,550,11
3657,150,3
3658,1250,25
3659,350,7
3660,2650,53
3661,450,9
3662,400,8
3663,650,13
3664,400,8
3665,350,7
3666,700,14
3667,800,16
3668,250,5
3669,250,5
3670,750,15
3671,100,2
3672,1400,28
3673,300,6
3674,250,5
3675,400,8
3676,1000,20
3677,1650,33
3678,1450,29
3679,150,3
3680,1050,21
3681,950,19
3682,1850,37
3683,300,6
3684,300,6
3685,1400,28
3686,850,17
3687,900,18
3688,1250,25
3689,2550,51
3690,1250,25
3691,150,3
3692,500,10
3693,2100,42
3694,550,11
3695,1050,21
3696,550,11
3697,2650,53
3698,100,2
3699,300,6
3700,150,3
3701,350,7
3702,100,2
3703,1650,33
3704,650,13
3705,600,12
3706,850,17
3707,550,11
3708,150,3
3709,600,12
3710,100,2
3711,1900,38
3712,850,17
3713,450,9
3714,700,14
3715,1350,27
3716,800,16
3717,600,12
3718,1250,25
3719,250,5
3720,250,5
3721,550,11
3722,600,12
3723,300,6
3724,750,15
3725,350,7
3726,850,17
3727,750,15
3728,950,19
3729,200,4
3730,400,8
3731,100,2
3732,150,3
3733,1600,32
3734,800,16
3735,1250,25
3736,1650,33
3737,150,3
3738,750,15
3739,1900,38
3740,100,2
3741,200,4
3742,650,13
3743,750,15
3744,350,7
3745,700,14
3746,350,7
3747,100,2
3748,350,7
3749,550,11
3750,450,9
3751,100,2
3752,1550,31
3753,1100,22
3754,700,14
3755,450,9
3756,1100,22
3757,100,2
3758,400,8
3759,1300,26
3760,100,2
3761,250,5
3762,1250,25
3763,100,2
3764,500,10
3765,400,8
3766,600,12
3767,750,15
3768,100,2
3769,1700,34
3770,150,3
3771,1550,31
3772,1300,26
3773,350,7
3774,500,10
3775,150,3
3776,1100,22
3777,1300,26
3778,150,3
3779,500,10
3780,200,4
3781,1650,33
3782,300,6
3783,400,8
3784,2250,45
3785,1250,25
3786,250,5
3787,250,5
3788,950,19
3789,350,7
3790,1900,38
3791,600,12
3792,100,2
3793,1500,30
3794,1000,20
3795,350,7
3796,1300,26
3797,550,11
3798,800,16
3799,450,9
3800,650,13
3801,550,11
3802,3350,67
3803,300,6
3804,250,5
3805,750,15
3806,200,4
3807,1350,27
3808,1850,37
3809,2500,50
3810,200,4
3811,1800,36
3812,200,4
3813,700,14
3814,200,4
3815,350,7
3816,1050,21
3817,100,2
3818,1100,22
3819,100,2
3820,450,9
3821,400,8
3822,150,3
3823,250,5
3824,100,2
3825,1450,29
3826,150,3
3827,600,12
3828,750,15
3829,2250,45
3830,100,2
3831,250,5
3832,350,7
3833,1150,23
3834,350,7
3835,150,3
3836,850,17
3837,100,2
3838,350,7
3839,750,15
3840,650,13
3841,650,13
3842,150,3
3843,500,10
3844,650,13
3845,250,5
3846,550,11
3847,350,7
3848,100,2
3849,600,12
3850,250,5
3851,2100,42
3852,250,5
3853,1100,22
3854,350,7
3855,1900,38
3856,200,4
3857,700,14
3858,1250,25
3859,700,14
3860,1300,26
3861,400,8
3862,100,2
3863,100,2
3864,400,8
3865,300,6
3866,2000,40
3867,400,8
3868,100,2
3869,1250,25
3870,1400,28
3871,300,6
3872,150,3
3873,100,2
3874,1750,35
3875,100,2
3876,1100,22
3877,250,5
3878,2800,56
3879,1050,21
3880,1000,20
3881,400,8
3882,200,4
3883,950,19
3884,1050,21
3885,200,4
3886,2350,47
3887,150,3
3888,100,2
3889,400,8
3890,2450,49
3891,300,6
3892,100,2
3893,400,8
3894,100,2
3895,1000,20
3896,1450,29
3897,250,5
3898,600,12
3899,450,9
3900,1700,34
3901,600,12
3902,2550,51
3903,1450,29
3904,850,17
3905,800,16
3906,700,14
3907,350,7
3908,550,11
3909,250,5
3910,1050,21
3911,300,6
3912,250,5
3913,1450,29
3914,150,3
3915,300,6
3916,700,14
3917,100,2
3918,1350,27
3919,450,9
3920,350,7
3921,1200,24
3922,1100,22
3923,100,2
3924,1700,34
3925,100,2
3926,2000,40
3927,1850,37
3928,850,17
3929,200,4
3930,150,3
3931,250,5
3932,750,15
3933,1050,21
3934,300,6
3935,650,13
3936,500,10
3937,150,3
3938,1000,20
3939,500,10
3940,300,6
3941,600,12
3942,400,8
3943,2650,53
3944,1300,26
3945,300,6
3946,1100,22
3947,400,8
3948,1600,32
3949,200,4
3950,950,19
3951,150,3
3952,950,19
3953,300,6
3954,500,10
3955,800,16
3956,600,12
3957,2450,49
3958,1350,27
3959,1150,23
3960,350,7
3961,1050,21
3962,100,2
3963,600,12
3964,200,4
3965,100,2
3966,650,13
3967,500,10
3968,250,5
3969,550,11
3970,1100,22
3971,600,12
3972,250,5
3973,250,5
3974,200,4
3975,1250,25
3976,1650,33
3977,250,5
3978,600,12
3979,550,11
3980,1150,23
3981,1200,24
3982,450,9
3983,1000,20
3984,150,3
3985,400,8
3986,550,11
3987,100,2
3988,100,2
3989,3350,67
